,ResultId,RaceId,Year,GP,CircuitId,DriverId,ConstructorId,Constructor Name,Driver Name,Circuit,Final position,DNF,Fastest Lap Rank,Grid position,Average pace,Q1,Q2,Q3,Qualifying position,Victories,Drivers points,Constructors points,Constructors victories,Start from Pitlane,Total gained/lost positions,Index DNF/Driver,Index DNF/Constructor,Average Lost laps,Circuit Speed,Result_Race-1,Result_Race-2,Result_Race-3,Result_Race-4,Result_Race-5
703,23859.0,992,2018,4,73,807,4,Renault,Hülkenberg,baku,18.0,1.0,18,14.0,138904.5,1:43.746,1:43.232,1:43.066,9.0,0,7.333333333333333,8.333333333333334,0,0,2.0,2.333333333333333,1.5,0.0,202.0,6.0,6.0,7.0,6.0,10.0
751,23860.0,992,2018,4,73,839,10,Force India,Ocon,baku,19.0,1.0,0,7.0,,1:43.021,1:42.967,1:42.523,7.0,0,0.3333333333333333,0.3333333333333333,0,0,1.0,1.6666666666666665,1.1666666666666665,0.3333333333333333,202.0,11.0,10.0,12.0,8.0,18.0
757,23861.0,992,2018,4,73,845,3,Williams,Sirotkin,baku,20.0,1.0,0,11.0,,1:44.261,1:43.886,,12.0,0,0.0,0.0,0,0,3.0,1.0,0.8333333333333333,0.3333333333333333,202.0,15.0,15.0,20.0,10.0,10.0
414,23862.0,993,2018,5,4,1,131,Mercedes,Hamilton,catalunya,1.0,0.0,3,1.0,86817.75757575757,1:17.633,1:17.166,1:16.173,1.0,2,17.5,27.5,2,0,6.0,0.2857142857142857,0.42857142857142855,0.0,193.0,1.0,4.0,3.0,2.0,2.0
415,23863.0,993,2018,5,4,822,131,Mercedes,Bottas,catalunya,2.0,0.0,5,2.0,87129.77272727272,1:17.674,1:17.111,1:16.213,2.0,0,10.0,27.5,2,0,-2.0,0.5714285714285714,0.42857142857142855,0.0,193.0,14.0,2.0,2.0,8.0,1.0
434,23864.0,993,2018,5,4,830,9,Red Bull,Verstappen,catalunya,3.0,0.0,4,5.0,87224.92424242424,1:17.411,1:17.266,1:16.816,5.0,0,4.5,13.75,1,0,-17.0,1.1428571428571428,1.7142857142857142,0.0,193.0,16.0,5.0,19.0,6.0,5.0
382,23865.0,993,2018,5,4,20,6,Ferrari,Vettel,catalunya,4.0,0.0,2,3.0,87235.69696969698,1:17.031,1:16.802,1:16.305,3.0,2,16.5,28.5,2,0,-8.0,0.2857142857142857,0.7142857142857142,0.0,193.0,4.0,8.0,1.0,1.0,3.0
435,23866.0,993,2018,5,4,817,9,Red Bull,Ricciardo,catalunya,5.0,0.0,1,6.0,87576.21212121213,1:17.623,1:17.638,1:16.818,6.0,1,9.25,13.75,1,0,-20.0,2.2857142857142856,1.7142857142857142,0.0,193.0,17.0,1.0,20.0,4.0,20.0
490,23867.0,993,2018,5,4,825,210,Haas F1 Team,Magnussen,catalunya,6.0,0.0,6,7.0,88433.92307692308,1:18.169,1:17.618,1:17.676,7.0,0,2.75,2.75,0,0,-8.0,0.5714285714285714,1.0,0.0,193.0,13.0,10.0,5.0,17.0,13.0
406,23868.0,993,2018,5,4,832,4,Renault,Sainz,catalunya,7.0,0.0,9,9.0,88999.07692307692,1:18.480,1:17.803,1:17.790,9.0,0,3.25,8.75,0,0,2.0,0.5714285714285714,1.2857142857142856,0.25,193.0,5.0,9.0,11.0,10.0,19.0
487,23869.0,993,2018,5,4,4,1,McLaren,Alonso,catalunya,8.0,0.0,7,8.0,89046.58461538462,1:18.276,1:18.100,1:17.721,8.0,0,7.0,9.0,0,0,22.0,1.7142857142857142,1.1428571428571428,0.25,193.0,7.0,7.0,7.0,5.0,9.0
466,23870.0,993,2018,5,4,815,10,Force India,Pérez,catalunya,9.0,0.0,8,15.0,89540.640625,1:18.740,1:19.098,,15.0,0,3.75,4.0,0,0,-2.0,0.5714285714285714,1.0,0.25,193.0,3.0,12.0,16.0,11.0,7.0
402,23871.0,993,2018,5,4,844,15,Sauber,Leclerc,catalunya,10.0,0.0,14,14.0,89627.390625,1:18.661,1:18.910,,14.0,0,2.0,2.5,0,0,19.0,1.7142857142857142,1.4285714285714284,0.25,193.0,6.0,19.0,12.0,13.0,10.0
474,23872.0,993,2018,5,4,840,3,Williams,Stroll,catalunya,11.0,0.0,12,18.0,89702.578125,1:20.225,,,19.0,0,1.0,1.0,0,0,11.0,0.5714285714285714,0.7142857142857142,0.25,193.0,8.0,14.0,14.0,14.0,18.0
453,23873.0,993,2018,5,4,843,5,Toro Rosso,Hartley,catalunya,12.0,0.0,10,20.0,89842.5,,,,20.0,0,0.25,3.25,0,0,-1.0,1.7142857142857142,1.5714285714285716,0.5,193.0,10.0,20.0,17.0,15.0,15.0
403,23874.0,993,2018,5,4,828,15,Sauber,Ericsson,catalunya,13.0,0.0,15,17.0,89904.734375,1:19.493,,,17.0,0,0.5,2.5,0,0,17.0,1.1428571428571428,1.4285714285714284,0.25,193.0,11.0,16.0,9.0,19.0,17.0
475,23875.0,993,2018,5,4,845,3,Williams,Sirotkin,catalunya,14.0,0.0,17,19.0,91070.01587301587,1:19.695,,,18.0,0,0.0,1.0,0,0,-6.0,0.8571428571428571,0.7142857142857142,0.25,193.0,20.0,15.0,15.0,20.0,10.0
486,23876.0,993,2018,5,4,838,1,McLaren,Vandoorne,catalunya,15.0,1.0,16,11.0,92788.2,1:18.885,1:18.323,,11.0,0,2.0,9.0,0,0,16.0,0.5714285714285714,1.1428571428571428,0.25,193.0,9.0,13.0,8.0,9.0,12.0
467,23877.0,993,2018,5,4,839,10,Force India,Ocon,catalunya,16.0,1.0,13,13.0,92885.05263157895,1:18.813,1:18.696,,13.0,0,0.25,4.0,0,0,-11.0,1.4285714285714284,1.0,0.25,193.0,19.0,11.0,10.0,12.0,8.0
383,23878.0,993,2018,5,4,8,6,Ferrari,Räikkönen,catalunya,17.0,1.0,11,4.0,96406.76,1:17.483,1:17.071,1:16.612,4.0,0,12.0,28.5,2,0,-14.0,1.1428571428571428,0.7142857142857142,0.0,193.0,2.0,3.0,18.0,3.0,4.0
491,23879.0,993,2018,5,4,154,210,Haas F1 Team,Grosjean,catalunya,18.0,1.0,0,10.0,,1:18.305,1:17.699,1:17.835,10.0,0,0.0,2.75,0,0,-9.0,1.4285714285714284,1.0,0.25,193.0,15.0,17.0,13.0,16.0,11.0
452,23880.0,993,2018,5,4,842,5,Toro Rosso,Gasly,catalunya,19.0,1.0,0,12.0,,1:18.550,1:18.463,,12.0,0,3.0,3.25,0,0,7.0,1.4285714285714284,1.5714285714285716,0.0,193.0,12.0,18.0,4.0,18.0,16.0
407,23881.0,993,2018,5,4,807,4,Renault,Hülkenberg,catalunya,20.0,1.0,0,16.0,,1:18.923,,,16.0,0,5.5,8.75,0,0,-2.0,2.0,1.2857142857142856,0.0,193.0,18.0,6.0,6.0,7.0,6.0
545,23882.0,994,2018,6,6,817,9,Red Bull,Ricciardo,monaco,1.0,0.0,5,1.0,79164.19230769231,1:12.013,1:11.278,1:10.810,1.0,2,9.4,16.0,2,0,-19.0,1.1428571428571428,0.8571428571428571,0.0,153.0,5.0,17.0,1.0,20.0,4.0
502,23883.0,994,2018,6,6,20,6,Ferrari,Vettel,monaco,2.0,0.0,7,2.0,79258.2435897436,1:12.415,1:11.518,1:11.039,2.0,2,15.6,25.2,2,0,-9.0,0.14285714285714285,0.3571428571428571,0.0,153.0,4.0,4.0,8.0,1.0,1.0
528,23884.0,994,2018,6,6,1,131,Mercedes,Hamilton,monaco,3.0,0.0,8,3.0,79382.30769230769,1:12.460,1:11.584,1:11.232,3.0,2,19.0,30.6,2,0,6.0,0.14285714285714285,0.21428571428571427,0.0,153.0,1.0,1.0,4.0,3.0,2.0
503,23885.0,994,2018,6,6,8,6,Ferrari,Räikkönen,monaco,4.0,0.0,10,4.0,79396.58974358975,1:12.639,1:11.391,1:11.266,4.0,0,9.6,25.2,2,0,-27.0,0.5714285714285714,0.3571428571428571,0.0,153.0,17.0,2.0,3.0,18.0,3.0
529,23886.0,994,2018,6,6,822,131,Mercedes,Bottas,monaco,5.0,0.0,9,5.0,79405.5,1:12.434,1:12.002,1:11.441,5.0,0,11.6,30.6,2,0,-2.0,0.2857142857142857,0.21428571428571427,0.0,153.0,2.0,14.0,2.0,2.0,8.0
571,23887.0,994,2018,6,6,839,10,Force India,Ocon,monaco,6.0,0.0,14,6.0,79467.61538461539,1:13.028,1:12.188,1:12.061,6.0,0,0.2,3.6,0,0,-14.0,0.7142857142857142,0.5,0.2,153.0,16.0,19.0,11.0,10.0,12.0
558,23888.0,994,2018,6,6,842,5,Toro Rosso,Gasly,monaco,7.0,0.0,15,10.0,79476.1282051282,1:12.941,1:12.313,1:12.221,10.0,0,2.4,2.6,0,0,0.0,0.7142857142857142,0.7857142857142858,0.0,153.0,19.0,12.0,18.0,4.0,18.0
523,23889.0,994,2018,6,6,807,4,Renault,Hülkenberg,monaco,8.0,0.0,6,11.0,79482.64102564103,1:13.065,1:12.411,,11.0,0,4.4,8.2,0,0,-6.0,1.0,0.6428571428571428,0.0,153.0,20.0,18.0,6.0,6.0,7.0
544,23890.0,994,2018,6,6,830,9,Red Bull,Verstappen,monaco,9.0,0.0,1,20.0,79488.76923076923,,,,20.0,0,6.6,16.0,2,0,-15.0,0.5714285714285714,0.8571428571428571,0.0,153.0,3.0,16.0,5.0,19.0,6.0
522,23891.0,994,2018,6,6,832,4,Renault,Sainz,monaco,10.0,0.0,18,8.0,80048.97435897436,1:12.950,1:12.286,1:12.130,8.0,0,3.8,8.2,0,0,4.0,0.2857142857142857,0.6428571428571428,0.4,153.0,7.0,5.0,9.0,11.0,10.0
519,23892.0,994,2018,6,6,828,15,Sauber,Ericsson,monaco,11.0,0.0,12,16.0,80059.88461538461,1:13.265,,,17.0,0,0.4,2.2,0,0,21.0,0.5714285714285714,0.7142857142857142,0.6,153.0,13.0,11.0,16.0,9.0,19.0
570,23893.0,994,2018,6,6,815,10,Force India,Pérez,monaco,12.0,0.0,19,9.0,80067.53846153847,1:12.848,1:12.194,1:12.154,9.0,0,3.4,3.6,0,0,4.0,0.2857142857142857,0.5,0.6,153.0,9.0,3.0,12.0,16.0,11.0
592,23894.0,994,2018,6,6,825,210,Haas F1 Team,Magnussen,monaco,13.0,0.0,17,19.0,80123.46153846153,1:13.393,,,19.0,0,3.8,3.8,0,0,-7.0,0.2857142857142857,0.5,0.2,153.0,6.0,13.0,10.0,5.0,17.0
588,23895.0,994,2018,6,6,838,1,McLaren,Vandoorne,monaco,14.0,0.0,11,12.0,80195.31168831169,1:12.463,1:12.440,,12.0,0,1.6,8.0,0,0,12.0,0.2857142857142857,0.5714285714285714,0.2,153.0,15.0,9.0,13.0,8.0,9.0
593,23896.0,994,2018,6,6,154,210,Haas F1 Team,Grosjean,monaco,15.0,0.0,2,18.0,80585.06493506493,1:12.930,1:12.728,,15.0,0,0.0,3.8,0,0,-17.0,0.7142857142857142,0.5,0.2,153.0,18.0,15.0,17.0,13.0,16.0
577,23897.0,994,2018,6,6,845,3,Williams,Sirotkin,monaco,16.0,0.0,4,13.0,80862.7012987013,1:12.706,1:12.521,,13.0,0,0.0,0.8,0,0,-1.0,0.42857142857142855,0.3571428571428571,0.8,153.0,14.0,20.0,15.0,15.0,20.0
576,23898.0,994,2018,6,6,840,3,Williams,Stroll,monaco,17.0,0.0,3,17.0,81677.86842105263,1:13.323,,,18.0,0,0.8,0.8,0,0,18.0,0.2857142857142857,0.3571428571428571,0.6,153.0,11.0,8.0,14.0,14.0,14.0
518,23899.0,994,2018,6,6,844,15,Sauber,Leclerc,monaco,18.0,1.0,20,14.0,79660.74285714286,1:12.829,1:12.714,,14.0,0,1.8,2.2,0,0,23.0,0.8571428571428571,0.7142857142857142,0.6,153.0,10.0,6.0,19.0,12.0,13.0
559,23900.0,994,2018,6,6,843,5,Toro Rosso,Hartley,monaco,19.0,1.0,16,15.0,79637.27142857143,1:13.179,,,16.0,0,0.2,2.6,0,0,7.0,0.8571428571428571,0.7857142857142858,0.8,153.0,12.0,10.0,20.0,17.0,15.0
589,23901.0,994,2018,6,6,4,1,McLaren,Alonso,monaco,20.0,1.0,13,7.0,79687.98076923077,1:12.657,1:12.269,1:12.110,7.0,0,6.4,8.0,0,0,22.0,0.8571428571428571,0.5714285714285714,0.4,153.0,8.0,7.0,7.0,7.0,5.0
602,23902.0,995,2018,7,7,20,6,Ferrari,Vettel,villeneuve,1.0,0.0,2,1.0,78108.48529411765,1:11.710,1:11.524,1:10.764,1.0,3,16.0,26.0,3,0,-9.0,0.14285714285714285,0.3571428571428571,0.0,202.0,2.0,4.0,4.0,8.0,1.0
623,23903.0,995,2018,7,7,822,131,Mercedes,Bottas,villeneuve,2.0,0.0,3,2.0,78216.95588235294,1:11.950,1:11.514,1:10.857,2.0,0,11.333333333333334,29.666666666666668,2,0,-2.0,0.2857142857142857,0.21428571428571427,0.0,202.0,5.0,2.0,14.0,2.0,2.0
634,23904.0,995,2018,7,7,830,9,Red Bull,Verstappen,villeneuve,3.0,0.0,1,3.0,78231.42647058824,1:12.008,1:11.472,1:10.937,3.0,0,5.833333333333333,17.833333333333332,2,0,-4.0,0.5714285714285714,0.8571428571428571,0.0,202.0,9.0,3.0,16.0,5.0,19.0
635,23905.0,995,2018,7,7,817,9,Red Bull,Ricciardo,villeneuve,4.0,0.0,5,6.0,78415.7205882353,1:12.459,1:11.434,1:11.116,6.0,2,12.0,17.833333333333332,2,0,-19.0,1.1428571428571428,0.8571428571428571,0.0,202.0,1.0,5.0,17.0,1.0,20.0
622,23906.0,995,2018,7,7,1,131,Mercedes,Hamilton,villeneuve,5.0,0.0,6,4.0,78425.5294117647,1:11.835,1:11.740,1:10.996,4.0,2,18.333333333333332,29.666666666666668,2,0,6.0,0.14285714285714285,0.21428571428571427,0.0,202.0,3.0,1.0,1.0,4.0,3.0
603,23907.0,995,2018,7,7,8,6,Ferrari,Räikkönen,villeneuve,6.0,0.0,4,5.0,78508.25,1:11.725,1:11.620,1:11.095,5.0,0,10.0,26.0,3,0,-27.0,0.5714285714285714,0.3571428571428571,0.0,202.0,4.0,17.0,2.0,3.0,18.0
617,23908.0,995,2018,7,7,807,4,Renault,Hülkenberg,villeneuve,7.0,0.0,11,7.0,79632.13432835821,1:12.795,1:11.916,1:11.973,7.0,0,4.333333333333333,7.666666666666667,0,0,-3.0,1.0,0.6428571428571428,0.0,202.0,8.0,20.0,18.0,6.0,6.0
616,23909.0,995,2018,7,7,832,4,Renault,Sainz,villeneuve,8.0,0.0,13,9.0,79658.4328358209,1:12.689,1:12.097,1:12.168,9.0,0,3.3333333333333335,7.666666666666667,0,0,2.0,0.2857142857142857,0.6428571428571428,0.3333333333333333,202.0,10.0,7.0,5.0,9.0,11.0
655,23910.0,995,2018,7,7,839,10,Force India,Ocon,villeneuve,9.0,0.0,12,8.0,79715.07462686567,1:12.577,1:12.141,1:12.084,8.0,0,1.5,4.333333333333333,0,0,-14.0,0.7142857142857142,0.5,0.16666666666666666,202.0,6.0,16.0,19.0,11.0,10.0
612,23911.0,995,2018,7,7,844,15,Sauber,Leclerc,villeneuve,10.0,0.0,10,13.0,79864.14925373135,1:12.945,1:12.661,\N,13.0,0,1.5,1.8333333333333333,0,0,19.0,0.8571428571428571,0.7142857142857142,0.5,202.0,18.0,10.0,6.0,19.0,12.0
644,23912.0,995,2018,7,7,842,5,Toro Rosso,Gasly,villeneuve,11.0,0.0,14,16.0,79929.5223880597,1:13.047,,,16.0,0,3.0,3.1666666666666665,0,0,3.0,0.7142857142857142,0.7857142857142858,0.0,202.0,7.0,19.0,12.0,18.0,4.0
675,23913.0,995,2018,7,7,154,210,Haas F1 Team,Grosjean,villeneuve,12.0,0.0,9,20.0,79937.40298507463,,,,20.0,0,0.0,3.1666666666666665,0,0,-14.0,0.7142857142857142,0.5,0.3333333333333333,202.0,15.0,18.0,15.0,17.0,13.0
674,23914.0,995,2018,7,7,825,210,Haas F1 Team,Magnussen,villeneuve,13.0,0.0,8,11.0,79981.4328358209,1:12.680,1:12.606,\N,11.0,0,3.1666666666666665,3.1666666666666665,0,0,-1.0,0.2857142857142857,0.5,0.16666666666666666,202.0,13.0,6.0,13.0,10.0,5.0
654,23915.0,995,2018,7,7,815,10,Force India,Pérez,villeneuve,14.0,0.0,7,10.0,79981.70149253731,1:12.702,1:12.395,1:12.671,10.0,0,2.8333333333333335,4.333333333333333,0,0,1.0,0.2857142857142857,0.5,0.5,202.0,12.0,9.0,3.0,12.0,16.0
613,23916.0,995,2018,7,7,828,15,Sauber,Ericsson,villeneuve,15.0,0.0,18,19.0,80622.80303030302,1:14.593,,,19.0,0,0.3333333333333333,1.8333333333333333,0,0,26.0,0.5714285714285714,0.7142857142857142,0.5,202.0,11.0,13.0,11.0,16.0,9.0
670,23917.0,995,2018,7,7,838,1,McLaren,Vandoorne,villeneuve,16.0,0.0,15,15.0,80655.18181818182,1:12.998,1:12.865,,15.0,0,1.3333333333333333,6.666666666666667,0,0,10.0,0.2857142857142857,0.5714285714285714,0.3333333333333333,202.0,14.0,15.0,9.0,13.0,8.0
661,23918.0,995,2018,7,7,845,3,Williams,Sirotkin,villeneuve,17.0,0.0,16,18.0,80886.39393939394,1:13.643,,,18.0,0,0.0,0.6666666666666666,0,0,-4.0,0.42857142857142855,0.3571428571428571,0.8333333333333334,202.0,16.0,14.0,20.0,15.0,15.0
671,23919.0,995,2018,7,7,4,1,McLaren,Alonso,villeneuve,18.0,1.0,17,14.0,82119.675,1:12.979,1:12.856,,14.0,0,5.333333333333333,6.666666666666667,0,0,9.0,0.8571428571428571,0.5714285714285714,0.3333333333333333,202.0,20.0,8.0,7.0,7.0,7.0
645,23920.0,995,2018,7,7,843,5,Toro Rosso,Hartley,villeneuve,19.0,1.0,0,12.0,,1:12.587,1:12.635,,12.0,0,0.16666666666666666,3.1666666666666665,0,0,3.0,0.8571428571428571,0.7857142857142858,0.6666666666666666,202.0,19.0,12.0,10.0,20.0,17.0
660,23921.0,995,2018,7,7,840,3,Williams,Stroll,villeneuve,20.0,1.0,0,17.0,,1:13.590,,,17.0,0,0.6666666666666666,0.6666666666666666,0,0,18.0,0.2857142857142857,0.3571428571428571,0.8333333333333334,202.0,17.0,11.0,8.0,14.0,14.0
2062,23922.0,996,2018,8,34,1,131,Mercedes,Hamilton,ricard,1.0,0.0,5,1.0,102101.60377358491,1:31.271,1:30.645,1:30.029,1.0,3,17.142857142857142,29.428571428571427,3,0,5.0,0.14285714285714285,0.21428571428571427,0.0,219.0,5.0,3.0,1.0,1.0,4.0
2076,23923.0,996,2018,8,34,830,9,Red Bull,Verstappen,ricard,2.0,0.0,2,4.0,102235.37735849057,1:31.531,1:30.818,1:30.705,4.0,0,7.142857142857143,19.142857142857142,2,0,-4.0,0.5714285714285714,0.8571428571428571,0.0,219.0,3.0,9.0,3.0,16.0,5.0
2041,23924.0,996,2018,8,34,8,6,Ferrari,Räikkönen,ricard,3.0,0.0,3,6.0,102590.05660377358,1:31.567,1:30.772,1:31.057,6.0,0,9.714285714285714,27.0,3,0,-28.0,0.5714285714285714,0.3571428571428571,0.0,219.0,6.0,4.0,17.0,2.0,3.0
2077,23925.0,996,2018,8,34,817,9,Red Bull,Ricciardo,ricard,4.0,0.0,7,5.0,102757.0,1:31.910,1:31.538,1:30.895,5.0,2,12.0,19.142857142857142,2,0,-17.0,1.1428571428571428,0.8571428571428571,0.0,219.0,4.0,1.0,5.0,17.0,1.0
2040,23926.0,996,2018,8,34,20,6,Ferrari,Vettel,ricard,5.0,0.0,4,3.0,103270.18867924529,1:31.820,1:30.751,1:30.400,3.0,3,17.285714285714285,27.0,3,0,-9.0,0.14285714285714285,0.3571428571428571,0.0,219.0,1.0,2.0,4.0,4.0,8.0
2112,23927.0,996,2018,8,34,825,210,Haas F1 Team,Magnussen,ricard,6.0,0.0,8,9.0,103599.03773584905,1:32.169,1:31.510,1:32.930,9.0,0,2.7142857142857144,2.7142857142857144,0,0,-3.0,0.2857142857142857,0.5,0.2857142857142857,219.0,13.0,13.0,6.0,13.0,10.0
2063,23928.0,996,2018,8,34,822,131,Mercedes,Bottas,ricard,7.0,0.0,1,2.0,103622.96226415095,1:31.776,1:31.227,1:30.147,2.0,0,12.285714285714286,29.428571428571427,3,0,-2.0,0.2857142857142857,0.21428571428571427,0.0,219.0,2.0,5.0,2.0,14.0,2.0
2058,23929.0,996,2018,8,34,832,4,Renault,Sainz,ricard,8.0,0.0,9,7.0,103746.58490566038,1:32.394,1:32.016,1:32.126,7.0,0,3.4285714285714284,8.0,0,0,3.0,0.2857142857142857,0.6428571428571428,0.42857142857142855,219.0,8.0,10.0,7.0,5.0,9.0
2059,23930.0,996,2018,8,34,807,4,Renault,Hülkenberg,ricard,9.0,0.0,11,12.0,103837.24528301887,1:32.949,1:32.115,\N,12.0,0,4.571428571428571,8.0,0,0,-3.0,1.0,0.6428571428571428,0.14285714285714285,219.0,7.0,8.0,20.0,18.0,6.0
2056,23931.0,996,2018,8,34,844,15,Sauber,Leclerc,ricard,10.0,0.0,12,8.0,103872.7924528302,1:32.538,1:32.055,1:32.635,8.0,0,1.4285714285714286,1.7142857142857142,0,0,22.0,0.8571428571428571,0.7142857142857142,0.5714285714285714,219.0,10.0,18.0,10.0,6.0,19.0
2113,23932.0,996,2018,8,34,154,210,Haas F1 Team,Grosjean,ricard,11.0,0.0,10,10.0,104277.13461538461,1:32.083,1:31.472,\N,10.0,0,0.0,2.7142857142857144,0,0,-6.0,0.7142857142857142,0.5,0.42857142857142855,219.0,12.0,15.0,18.0,15.0,17.0
2110,23933.0,996,2018,8,34,838,1,McLaren,Vandoorne,ricard,12.0,0.0,14,17.0,104588.48076923077,1:33.162,\N,\N,18.0,0,1.1428571428571428,5.714285714285714,0,0,9.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,219.0,16.0,14.0,15.0,9.0,13.0
2057,23934.0,996,2018,8,34,828,15,Sauber,Ericsson,ricard,13.0,0.0,13,15.0,104977.46153846153,1:32.804,1:32.820,\N,15.0,0,0.2857142857142857,1.7142857142857142,0,0,30.0,0.5714285714285714,0.7142857142857142,0.7142857142857143,219.0,15.0,11.0,13.0,11.0,16.0
2091,23935.0,996,2018,8,34,843,5,Toro Rosso,Hartley,ricard,14.0,0.0,15,20.0,105005.80769230769,1:33.025,\N,\N,17.0,0,0.14285714285714285,2.7142857142857144,0,0,-4.0,0.8571428571428571,0.7857142857142858,0.5714285714285714,219.0,19.0,19.0,12.0,10.0,20.0
2105,23936.0,996,2018,8,34,845,3,Williams,Sirotkin,ricard,15.0,0.0,16,18.0,105232.0,1:33.636,\N,\N,19.0,0,0.0,0.5714285714285714,0,0,-3.0,0.42857142857142855,0.3571428571428571,1.0,219.0,17.0,16.0,14.0,20.0,15.0
2111,23937.0,996,2018,8,34,4,1,McLaren,Alonso,ricard,16.0,0.0,6,16.0,105281.78,1:32.976,\N,\N,16.0,0,4.571428571428571,5.714285714285714,0,0,5.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,219.0,18.0,20.0,8.0,7.0,7.0
2104,23938.0,996,2018,8,34,840,3,Williams,Stroll,ricard,17.0,0.0,18,19.0,104788.45833333333,1:33.729,\N,\N,20.0,0,0.5714285714285714,0.5714285714285714,0,0,15.0,0.2857142857142857,0.3571428571428571,0.7142857142857143,219.0,20.0,17.0,11.0,8.0,14.0
2100,23939.0,996,2018,8,34,815,10,Force India,Pérez,ricard,18.0,1.0,17,13.0,108266.74074074074,1:32.692,1:32.454,\N,13.0,0,2.4285714285714284,4.0,0,0,-3.0,0.2857142857142857,0.5,0.5714285714285714,219.0,14.0,12.0,9.0,3.0,12.0
2101,23940.0,996,2018,8,34,839,10,Force India,Ocon,ricard,19.0,1.0,0,11.0,,1:32.786,1:32.075,\N,11.0,0,1.5714285714285714,4.0,0,0,-15.0,0.7142857142857142,0.5,0.2857142857142857,219.0,9.0,6.0,16.0,19.0,11.0
2090,23941.0,996,2018,8,34,842,5,Toro Rosso,Gasly,ricard,20.0,1.0,0,14.0,,1:32.447,1:32.460,\N,14.0,0,2.5714285714285716,2.7142857142857144,0,0,8.0,0.7142857142857142,0.7857142857142858,0.14285714285714285,219.0,11.0,7.0,19.0,12.0,18.0
854,23942.0,997,2018,9,70,830,9,Red Bull,Verstappen,red_bull_ring,1.0,0.0,4,4.0,69239.77464788733,1:04.273,1:04.001,1:03.840,5.0,1,8.5,20.5,3,0,-2.0,0.9523809523809523,1.4285714285714284,0.0,225.0,2.0,3.0,9.0,3.0,16.0
783,23943.0,997,2018,9,70,8,6,Ferrari,Räikkönen,red_bull_ring,2.0,0.0,1,3.0,69260.95774647887,1:04.234,1:03.975,1:03.660,4.0,0,10.375,26.75,3,0,-25.0,0.9523809523809523,0.5952380952380952,0.0,225.0,3.0,6.0,4.0,17.0,2.0
782,23944.0,997,2018,9,70,20,6,Ferrari,Vettel,red_bull_ring,3.0,0.0,2,6.0,69284.57746478873,1:04.347,1:03.544,1:03.464,3.0,3,16.375,26.75,3,0,-11.0,0.23809523809523808,0.5952380952380952,0.0,225.0,5.0,1.0,2.0,4.0,4.0
927,23945.0,997,2018,9,70,154,210,Haas F1 Team,Grosjean,red_bull_ring,4.0,0.0,16,5.0,70534.94285714286,1:04.242,1:04.059,1:03.892,6.0,0,0.0,3.375,0,0,-7.0,1.1904761904761905,0.8333333333333333,0.5,225.0,11.0,12.0,15.0,18.0,15.0
926,23946.0,997,2018,9,70,825,210,Haas F1 Team,Magnussen,red_bull_ring,5.0,0.0,7,8.0,70557.5,1:04.460,1:04.291,1:04.051,8.0,0,3.375,3.375,0,0,0.0,0.47619047619047616,0.8333333333333333,0.25,225.0,6.0,13.0,13.0,6.0,13.0
899,23947.0,997,2018,9,70,839,10,Force India,Ocon,red_bull_ring,6.0,0.0,11,11.0,70713.5,1:05.148,1:04.845,\N,11.0,0,1.375,3.5,0,0,-23.0,1.1904761904761905,0.8333333333333333,0.25,225.0,19.0,9.0,6.0,16.0,19.0
898,23948.0,997,2018,9,70,815,10,Force India,Pérez,red_bull_ring,7.0,0.0,8,16.0,70734.9,1:05.279,\N,\N,17.0,0,2.125,3.5,0,0,-8.0,0.47619047619047616,0.8333333333333333,0.5,225.0,18.0,14.0,12.0,9.0,3.0
923,23949.0,997,2018,9,70,4,1,McLaren,Alonso,red_bull_ring,8.0,0.0,9,13.0,70945.18571428572,1:04.965,1:05.058,\N,14.0,0,4.0,5.0,0,0,5.0,1.4285714285714284,0.9523809523809523,0.25,225.0,16.0,18.0,20.0,8.0,7.0
812,23950.0,997,2018,9,70,844,15,Sauber,Leclerc,red_bull_ring,9.0,0.0,14,18.0,71006.7,1:04.967,1:04.979,\N,13.0,0,1.375,1.625,0,0,20.0,1.4285714285714284,1.1904761904761905,0.5,225.0,10.0,10.0,18.0,10.0,6.0
813,23951.0,997,2018,9,70,828,15,Sauber,Ericsson,red_bull_ring,10.0,0.0,6,20.0,71014.47142857143,1:05.479,\N,\N,20.0,0,0.25,1.625,0,0,32.0,0.9523809523809523,1.1904761904761905,0.75,225.0,13.0,15.0,11.0,13.0,11.0
880,23952.0,997,2018,9,70,842,5,Toro Rosso,Gasly,red_bull_ring,11.0,0.0,19,12.0,71104.57142857143,1:05.011,1:04.874,\N,12.0,0,2.25,2.375,0,0,2.0,1.1904761904761905,1.3095238095238095,0.125,225.0,20.0,11.0,7.0,19.0,12.0
816,23953.0,997,2018,9,70,832,4,Renault,Sainz,red_bull_ring,12.0,0.0,10,9.0,71176.3,1:04.948,1:04.561,1:04.725,9.0,0,3.5,7.75,0,0,2.0,0.47619047619047616,1.0714285714285714,0.375,225.0,8.0,8.0,10.0,7.0,5.0
